,学生ID,生源省市,性别,民族,政治面貌.群众,政治面貌.团员,政治面貌.预备党员,裸眼视力(左),裸眼视力(右),身高,体重,考生类型,外语语种,学科类型.理工,学科类型.文史,学科类型.文理综合,年份,成绩,学部.理学部,学部.经济与管理学部,学部.人文学部,学部.社会科学学部,学部.信息与工程科学部,优惠加分,大类,大类.普通,大类.自招,大类.国防定向等,大类.筑梦,大类.特长生,高三排名,成绩方差,专利数,社会活动,获奖数,竞赛成绩
616,710f5d5b2438ee092a15,陕西省,1,1,0,1,0,4.2,4.3,165,55,城镇应届,1,1,0,0,1,701,0,1,0,0,0,2,博雅,0,1,0,0,0,0.001956947,-0.262228181,0,0.057142857,0.256410256,0.034482759
625,80720542c363fc77c202,陕西省,0,1,0,1,0,0.3,0.3,181,72,城镇应届,1,0,1,0,1,652,0,0,1,0,0,0,国防、定向,0,0,1,0,0,0.235421166,0.670453051,0,0.057142857,0.384615385,0
691,c2021ec9b1d821f106ea,陕西省,1,1,0,1,0,4.5,4.5,167,52,城镇应届,1,1,0,0,1,676,1,0,0,0,0,2,自主,0,1,0,0,0,0.00104712,-0.26058707,0,0.2,0.307692308,0
724,d2e39ca47609a1877574,陕西省,1,1,0,1,0,,,160,55,城镇应届,1,0,1,0,1,653,0,0,0,1,0,1,博雅,0,1,0,0,0,0.010909091,-0.255512363,0,0.028571429,0.051282051,0
762,8a04a9c080d20ef7cf63,陕西省,0,1,0,1,0,0.3,0.3,172,65,城镇应届,1,1,0,0,1,702,0,1,0,0,0,3,博雅,0,1,0,0,0,0.531309298,0.307446969,0,0.028571429,0.256410256,0.137931034
776,259100d163559ad1c956,陕西省,0,1,0,1,0,0.7,0.6,179,76,城镇应届,1,1,0,0,1,699,0,0,0,0,1,4,博雅,0,1,0,0,0,0.015384615,1.363498556,0,0.257142857,0.487179487,0.034482759
888,c4cc69bb511ac6e72d56,陕西省,1,1,0,1,0,,,160,50,农村应届,1,0,1,0,1,641,0,0,0,1,0,1,筑梦,0,0,0,1,0,0,1.18E-15,0,0.085714286,0,0
933,6d8d0d51394838cae222,陕西省,0,1,0,1,0,4.4,4.5,188,75,城镇应届,1,1,0,0,1,696,1,0,0,0,0,3,博雅,0,1,0,0,0,0.006640841,-0.251537907,0,0.114285714,0.102564103,0.034482759
27,304492d18a311aba8111,上海市,0,1,0,1,0,,,186,71,城镇应届,1,1,0,0,1,546,0,1,0,0,0,1,博雅,0,1,0,0,0,0.228222997,-0.262245872,0,0.171428571,0.538461538,0
116,8cb45f6ff0bad82debea,上海市,1,1,1,0,0,,,163,54,城镇应届,1,0,1,0,1,508,0,1,0,0,0,2,博雅,0,1,0,0,0,0.006024096,-0.261897445,0,0.257142857,0.256410256,0
167,5458937d7413a54ffe92,上海市,0,1,0,1,0,4.4,4.4,185,79,城镇应届,1,1,0,0,1,518,1,0,0,0,0,5,自主,0,1,0,0,0,0.227272727,0.607972199,0,0,0.076923077,0.172413793
196,4eab811eae008da7e033,上海市,1,1,0,1,0,,,164,54,城镇应届,1,0,1,0,1,533,0,0,0,1,0,0,普通,1,0,0,0,0,0.002,-0.261828378,0,0.142857143,0.153846154,0
222,a664e29517516a3c4f09,上海市,0,1,0,1,0,4.8,4.8,181,82,城镇应届,1,1,0,0,1,516,0,0,0,0,1,2,博雅,0,1,0,0,0,0.019480519,-0.244900074,0,0.142857143,0.333333333,0
251,8f1f8ffcd824d2406fe5,上海市,1,1,0,1,0,4.3,4.5,166,58,城镇应届,1,0,1,0,1,522,0,0,1,0,0,2,博雅,0,1,0,0,0,0.0125,0.038318362,0,0.028571429,0.076923077,0
276,6eca7ace99961972e701,上海市,0,1,0,1,0,5.1,5.1,185,100,城镇应届,1,1,0,0,1,527,1,0,0,0,0,5,自主,0,1,0,0,0,0.003333333,-0.260801303,0,0,0.025641026,0.137931034
364,074bdad509fd37fb2e8f,上海市,0,1,0,1,0,4,4,186,103,农村应届,1,1,0,0,1,534,1,0,0,0,0,3,博雅,0,1,0,0,0,0.007246377,-0.22181238,0,0,0.025641026,0.034482759
419,6f1ee39d20373f24caa6,上海市,0,1,0,1,0,,,175,58,城镇应届,1,1,0,0,1,532,1,0,0,0,0,5,自主,0,1,0,0,0,0.04172851,1.18E-15,0,0.057142857,0.256410256,0.172413793
450,04ee36632022b23f5f31,上海市,0,1,0,1,0,5.2,5.2,184,79,城镇应届,1,1,0,0,1,526,0,0,0,0,1,2,博雅,0,1,0,0,0,0.137724551,0.212411653,0,0.2,0.179487179,0
461,9cc3ac9060122126bfc0,上海市,1,1,0,1,0,,,164,54,城镇应届,1,0,1,0,1,521,0,0,1,0,0,3,博雅,0,1,0,0,0,0.054666667,-0.229722239,0,0.257142857,0.384615385,0
512,f1bfaf6bb5efae7d942f,上海市,1,1,0,1,0,4.8,4.8,165,51,城镇应届,1,1,0,0,1,501,1,0,0,0,0,5,博雅,0,1,0,0,0,0.04172851,1.18E-15,0,0.171428571,0.128205128,0
533,636e6a34d18a22cd0f1a,上海市,1,1,0,1,0,4.2,4.3,166,58,城镇应届,1,1,0,0,1,495,1,0,0,0,0,5,自主,0,1,0,0,0,0.002717391,-0.262137838,0,0.114285714,0.128205128,0
545,614941e4687926657cfb,上海市,0,1,1,0,0,,,174,70,城镇应届,1,1,0,0,1,532,0,0,0,0,1,1,博雅,0,1,0,0,0,0.004716981,-0.26009678,0,0.171428571,0.102564103,0
577,afbad3be528dd3744427,上海市,0,1,0,1,0,0.5,0.4,174,71,城镇应届,1,1,0,0,1,534,0,0,0,0,1,2,博雅,0,1,0,0,0,0.015384615,-0.008825917,0,0,0.076923077,0
579,482b81c7e5b8ec9ec73b,上海市,0,1,0,1,0,4.6,4.7,179,65,城镇应届,1,1,0,0,1,523,0,0,0,0,1,1,博雅,0,1,0,0,0,0.04172851,1.18E-15,0,0.085714286,0.025641026,0
611,e44e5ebe15efc2f275b5,上海市,1,0,0,1,0,4.9,4.7,163,54,城镇应届,1,0,1,0,1,543,0,1,0,0,0,2,博雅,0,1,0,0,0,0.004672897,-0.145877389,0,0.228571429,0.256410256,0
632,78cfa3e0de92b94b11b5,上海市,0,1,1,0,0,,,176,67,城镇应届,1,0,1,0,1,529,0,0,1,0,0,4,博雅,0,1,0,0,0,0.045343137,-0.218780156,0,0.114285714,0.102564103,0
645,5e5902c38975ab65a69c,上海市,1,1,0,1,0,,,162,47,城镇应届,1,0,1,0,1,517,0,0,1,0,0,4,博雅,0,1,0,0,0,0.002157497,0.074718175,0,0.2,0.153846154,0
658,3fa2dd55d05d1690a49b,上海市,1,1,0,1,0,,,164,54,城镇应届,1,0,1,0,1,520,0,0,1,0,0,1,博雅,0,1,0,0,0,0.00997151,-0.053542832,0,0.2,0.051282051,0
676,9212c0e9c0b0e42fbec5,上海市,1,1,0,1,0,4.3,4.4,173,54,城镇应届,1,0,1,0,1,527,0,0,0,1,0,2,博雅,0,1,0,0,0,0.002628121,-0.262184296,0,0.028571429,0.051282051,0
734,c018e272025a518aaa6c,上海市,0,1,0,1,0,0.3,0.3,179,69,城镇应届,1,1,0,0,1,517,0,0,0,0,1,3,博雅,0,1,0,0,0,0.001972387,-0.256184569,0,0.028571429,0.179487179,0.068965517
787,84348c784b2b5fede15e,上海市,1,1,0,1,0,4,4,162,45,城镇应届,1,0,1,0,1,519,0,0,0,1,0,2,博雅,0,1,0,0,0,0.04172851,1.18E-15,0,0.228571429,0.205128205,0
794,9486b5c1b4b7a2e64a42,上海市,0,1,0,1,0,4.3,4.1,181,63,城镇应届,1,1,0,0,1,527,0,0,0,0,1,2,博雅,0,1,0,0,0,0.044530494,-0.224771179,0,0.028571429,0.153846154,0.034482759
835,ff811042a735737ad3f9,上海市,1,1,0,1,0,5,5.1,163,57,城镇应届,1,1,0,0,1,527,1,0,0,0,0,2,博雅,0,1,0,0,0,0.0775,-0.141849406,0,0.228571429,0.307692308,0
850,4bc25815921e1722eac4,上海市,1,1,0,1,0,,,164,54,城镇应届,1,1,0,0,1,525,0,0,0,0,1,2,博雅,0,1,0,0,0,0.007692308,-0.258582563,0,0.228571429,0.102564103,0
927,c153b88ad0f8155da314,上海市,0,1,0,1,0,5.1,5,176,67,城镇应届,1,1,0,0,1,528,0,0,0,0,1,2,博雅,0,1,0,0,0,0.003333333,-0.262245872,0,0.114285714,0.230769231,0
959,c1e76993cc0bc4159d44,上海市,1,1,0,1,0,,,168,56,城镇应届,1,1,0,0,1,520,0,0,0,0,1,3,博雅,0,1,0,0,0,0.076,1.18E-15,0,0.257142857,0.153846154,0
965,762f226ea5f25ccc0cc5,上海市,0,1,0,1,0,4.8,4.5,180,70,城镇应届,1,1,0,0,1,514,0,0,0,0,1,2,博雅,0,1,0,0,0,0.001886792,-0.261830512,0,0.057142857,0.205128205,0
62,1fd103e8be8beaf4b38e,四川省,1,1,0,1,0,,,164,54,城镇应届,1,1,0,0,1,667,1,0,0,0,0,4,博雅,0,1,0,0,0,0.002307692,-0.262204432,0,0.285714286,0.358974359,0
125,60efbd4537f2bb81156d,四川省,0,1,0,1,0,1.4,1.3,178,62,城镇应届,1,1,0,0,1,683,0,0,0,1,0,3,博雅,0,1,0,0,0,0.00194704,-0.262155772,0,0.057142857,0.282051282,0.103448276
129,cfcf83a4bd8e8ffc3352,四川省,1,1,0,1,0,4,4,162,45,城镇应届,1,0,1,0,1,623,0,0,1,0,0,1,博雅,0,1,0,0,0,0.065,0.601399966,0,0.171428571,0.153846154,0.034482759
148,272dab9028a1ef1b2af2,四川省,1,1,0,1,0,4.9,4.6,158,50,城镇应届,1,1,0,0,1,696,0,0,0,0,1,0,普通,1,0,0,0,0,0.004,0.55239839,0,0,0.025641026,0.034482759
157,b4c16c4421abcfbd1e9a,四川省,0,1,0,1,0,,,186,84,城镇应届,1,1,0,0,1,667,1,0,0,0,0,5,自主,0,1,0,0,0,0.04172851,1.18E-15,0,0,0.025641026,0.137931034
209,224d8ad3706004371745,四川省,0,1,0,1,0,,,178,65,城镇应届,1,1,0,0,1,696,0,1,0,0,0,1,博雅,0,1,0,0,0,0.003842459,-0.262090849,0,0.028571429,0.153846154,0
228,bd8be77712babdf32d47,四川省,0,1,0,1,0,1.5,1.2,178,65,城镇应届,1,0,1,0,1,641,0,0,0,1,0,1,博雅,0,1,0,0,0,0.002085506,-0.262181799,0,0.028571429,0.179487179,0
466,46861671b7286b0de76a,四川省,1,1,0,1,0,,,164,54,城镇应届,0,0,1,0,1,646,0,0,0,1,0,0,普通,1,0,0,0,0,0.063636364,-0.220667047,0,0,0.051282051,0
469,4ff296b9d480dd38548d,四川省,0,1,0,1,0,4.6,4.9,172,83,城镇应届,1,1,0,0,1,695,1,0,0,0,0,0,普通,1,0,0,0,0,0.00166113,-0.257645507,0,0,0.025641026,0.137931034
474,1c88149cce4b521970c1,四川省,1,1,0,1,0,4.9,4.9,161,45,城镇应届,1,0,1,0,1,626,0,0,0,1,0,0,国家专项,0,0,1,0,0,0.004175365,-0.260453171,0,0.114285714,0.051282051,0
511,2b113f98df5f32d086e7,四川省,1,1,0,1,0,,,154,52,农村应届,1,0,1,0,1,638,0,0,1,0,0,0,普通,1,0,0,0,0,0.073076923,-0.155371646,0,0.028571429,0.128205128,0
542,9288bb9480823f0e7efd,四川省,0,1,1,0,0,4.5,4.4,176,76,城镇应届,1,1,0,0,1,667,1,0,0,0,0,5,自主,0,1,0,0,0,0.008064516,-0.25870294,0,0.028571429,0.076923077,0.068965517
602,ad1f2ca0d0b88b1abfb7,四川省,1,1,0,1,0,,,164,54,城镇应届,1,1,0,0,1,679,0,0,0,1,0,4,博雅,0,1,0,0,0,0.013958126,-0.241366875,0,0.142857143,0.230769231,0.137931034
675,2b27d9e5617c25bf472a,四川省,0,1,0,1,0,4.6,4.6,180,67,城镇应届,1,1,0,0,1,695,0,0,0,0,0,1,博雅,0,1,0,0,0,0.034615385,0.006350928,0,0.228571429,0.153846154,0.24137931
777,b31960bf94f3212bbe35,四川省,0,1,0,1,0,,,175,60,城镇应届,1,0,1,0,1,645,0,0,0,0,0,1,博雅,0,1,0,0,0,0.002040816,-0.132414829,0,0.285714286,0.153846154,0
826,f1aca312ba5408c07011,四川省,0,0,0,1,0,5.1,4.5,172,57,城镇应届,1,1,0,0,1,688,0,0,1,0,0,0,普通,1,0,0,0,0,0.017313019,-0.174417985,0,0.171428571,0.282051282,0
858,a37d8d3c1a7afb0aa0b2,四川省,0,1,0,1,0,,,176,67,城镇应届,1,1,0,0,1,689,0,0,0,0,1,4,博雅,0,1,0,0,0,0.175,0.317952463,0,0.085714286,0.333333333,0
889,e454b489a63b6b2b5d43,四川省,0,1,0,1,0,,,178,70,农村应届,1,0,1,0,1,620,0,0,0,1,0,0,国家专项,0,0,1,0,0,0.04172851,1.18E-15,0,0.057142857,0.025641026,0
918,f4537f164a84ea2dcdc1,四川省,1,1,0,1,0,5.1,5.2,158,46,城镇应届,1,1,0,0,1,678,0,0,0,0,1,1,博雅,0,1,0,0,0,0.058333333,-0.017420499,0,0.085714286,0.230769231,0
958,f76f2d0c90df45ea38dd,四川省,1,1,0,1,0,4.9,5.1,168,57,城镇应届,1,1,0,0,1,696,0,0,0,0,0,1,博雅,0,1,0,0,0,0.011724138,-0.261081503,0,0.228571429,0.564102564,0
982,9de9853366a5f1260b32,四川省,0,1,1,0,0,,,176,67,城镇应届,1,1,0,0,1,682,1,0,0,0,0,5,自主,0,1,0,0,0,0.005172414,-0.260986178,0,0,0,0
987,2207c29398e4276c655a,四川省,1,1,0,1,0,4.2,4.1,168,55,城镇应届,1,1,0,0,1,667,1,0,0,0,0,4,自主,0,1,0,0,0,0.009615385,0.021453482,0,0,0.051282051,0.137931034
147,ddb6a84a4cb58ac6e9db,天津市,1,1,0,1,0,4.6,4.7,166,53,城镇应届,1,0,1,0,1,660,0,0,0,1,0,0,普通,1,0,0,0,0,0.015306122,-0.258695424,0,0.571428571,0.205128205,0
429,5ba8787aa6c0d1eae1cb,天津市,1,1,0,1,0,,,160,50,城镇应届,1,0,1,0,1,693,0,1,0,0,0,2,博雅,0,1,0,0,0,0.337760911,3.357714845,0,0.085714286,0.153846154,0
832,c0b090ab9a72ff7f1693,天津市,0,1,0,1,0,,,176,67,城镇应届,1,0,1,0,1,659,0,0,0,1,0,0,普通,1,0,0,0,0,0.03909465,-0.262245872,0,0,0.102564103,0
887,5cd3a77557d4b8426b10,天津市,0,1,0,1,0,0.6,0.5,179,60,城镇应届,1,1,0,0,1,687,0,0,0,0,1,0,普通,1,0,0,0,0,0.00093985,-0.260931214,0,0,0.051282051,0
28,426ad57c0a9a3222c1b5,新疆维吾尔自治区,1,1,0,1,0,,,164,54,城镇应届,1,0,1,0,1,628,0,0,0,1,0,1,博雅,0,1,0,0,0,0.009090909,-0.261231832,0,0.028571429,0.102564103,0
312,fe81af6db0c073e6a614,新疆维吾尔自治区,0,0,0,1,0,4.8,5,174,60,城镇应届,1,1,0,0,1,682,0,0,0,0,1,0,普通,1,0,0,0,0,0.019230769,-0.022286866,0,0.057142857,0.051282051,0
321,8cf127b1d5872ae68ebf,新疆维吾尔自治区,1,0,0,1,0,0·4,0·5,160,55,城镇应届,1,1,0,0,1,679,0,0,0,1,0,0,普通,1,0,0,0,0,0.00104639,-0.262233821,0,0,0,0
543,e4a33616d91305d2fd9b,新疆维吾尔自治区,1,1,0,1,0,5,5,165,63,城镇应届,1,1,0,0,1,670,1,0,0,0,0,1,博雅,0,1,0,0,0,0.003952569,-0.261643924,0,0.714285714,0.538461538,0.068965517
638,87a25944566ede391465,新疆维吾尔自治区,0,1,0,1,0,0.4,0.5,174,60,城镇应届,1,0,1,0,1,623,0,0,1,0,0,1,博雅,0,1,0,0,0,0.29,1.108907513,0,0.171428571,0.076923077,0
641,dd75dcb42cca85fcf3e6,新疆维吾尔自治区,1,1,0,1,0,4.3,4.2,165,50,城镇应届,1,0,1,0,1,653,0,0,0,0,0,0,普通,1,0,0,0,0,0.150684932,-0.262245872,0,0.057142857,0.128205128,0
811,aff4635a7170c5e528df,新疆维吾尔自治区,0,1,0,1,0,,,180,76,城镇应届,1,1,0,0,1,700,0,0,0,0,0,3,博雅,0,1,0,0,0,0.000380952,-0.262160258,0,0.114285714,0.282051282,0
827,f792be87647a817da3f4,新疆维吾尔自治区,1,1,0,1,0,4.2,4.1,172,65,城镇应届,1,0,1,0,1,638,0,0,0,0,0,1,博雅,0,1,0,0,0,0.004255319,-0.234163161,0,0.085714286,0.358974359,0
932,b852fe5797d0d4d2dc7c,新疆维吾尔自治区,0,1,0,1,0,,,176,65,城镇应届,1,1,0,0,1,668,1,0,0,0,0,2,博雅,0,1,0,0,0,0.102649007,-0.128433155,0,0.2,0.256410256,0
176,5abad4114e4ebd22b0d2,云南省,0,1,0,1,0,0.1,0.1,186,65,城镇应届,1,1,0,0,1,711,0,0,0,0,0,2,博雅,0,1,0,0,0,0.04172851,1.18E-15,0,0.085714286,0.256410256,0.206896552
232,14abdf42c752f895855a,云南省,0,1,0,1,0,,,178,68,城镇应届,1,0,1,0,1,713,0,1,0,0,0,1,博雅,0,1,0,0,0,0.050420168,-0.149901781,0,0,0.102564103,0.068965517
293,990bc71f39c4eda9c842,云南省,1,0,0,1,0,0.1,0.1,169,52,城镇应届,1,0,1,0,1,680,0,0,1,0,0,2,博雅,0,1,0,0,0,0.008333333,-0.151411269,0,0.171428571,0.179487179,0
353,b090556b871d559f2c71,云南省,1,1,0,1,0,4.8,4.8,162,50,城镇往届,1,1,0,0,1,704,0,1,0,0,0,0,普通,1,0,0,0,0,0.096092925,2.154525917,0,0.028571429,0.025641026,0
481,1dfbc9ada95695804fa2,云南省,1,1,0,1,0,5,5,163,52,城镇应届,1,0,1,0,1,698,0,0,0,1,0,4,博雅,0,1,0,0,0,0.001923077,-0.248266984,0,0.114285714,0.076923077,0
618,1ee21fdf1ad49f59c472,云南省,0,1,0,1,0,5,5,170,53,城镇应届,1,1,0,0,1,701,1,0,0,0,0,0,普通,1,0,0,0,0,0.037692308,-0.235930318,0,0,0.153846154,0
659,ab6c1d56e37b7ac2abff,云南省,1,0,0,1,0,4.2,4.2,168,60,城镇应届,1,0,1,0,1,682,0,1,0,0,0,0,普通,1,0,0,0,0,0.037373737,-0.238861629,0,0.028571429,0.076923077,0
679,bfa3911dad420deb5d58,云南省,0,1,1,0,0,5.2,4,185,81,城镇应届,1,1,0,0,1,698,1,0,0,0,0,1,博雅,0,1,0,0,0,0.002649007,-0.262166898,0,0.142857143,0.282051282,0.068965517
917,6bee4caca8ad43102036,云南省,0,1,0,1,0,5,4.3,164,53,城镇应届,1,1,0,0,1,710,1,0,0,0,0,0,普通,1,0,0,0,0,0.006206897,-0.262113954,0,0,0.179487179,0.310344828
952,517e465093d837cb85bb,云南省,1,1,1,0,0,"5,1",5.2,162,70,城镇应届,1,1,0,0,1,701,0,0,1,0,0,0,普通,1,0,0,0,0,0.009821429,-0.260376093,0,0.085714286,0.307692308,0
966,511b45363bcf29c5abd5,云南省,1,1,0,1,0,,,158,50,城镇应届,1,0,1,0,1,661,0,0,1,0,0,0,国家专项,0,0,1,0,0,0.00125,-0.258214038,0,0.028571429,0.025641026,0
978,e37370a4a5b13e20b354,云南省,1,0,0,1,0,4.8,4.8,158,54,农村往届,1,0,1,0,1,676,0,0,0,0,0,0,国家专项,0,0,1,0,0,0.004102564,-0.250784736,0,0,0.025641026,0
49,4ba3813bf8bd5d313590,浙江省,0,1,0,1,0,4,4.2,188,72,城镇应届,1,1,0,0,1,723.9988,0,0,0,0,1,0,三位一体,1,0,0,0,0,0.209677419,0.268929341,0,0.114285714,0.512820513,0.034482759
58,40dc29f67d3a0ea205e4,浙江省,0,1,0,1,0,,,185,80,农村应届,1,1,0,0,1,710.5541,1,0,0,0,0,0,保送,0,0,0,0,0,0.005454545,-0.245858316,0,0,0.025641026,0.137931034
104,315c1a6f0c46fe4273cf,浙江省,0,1,0,1,0,,,176,67,城镇应届,1,1,0,0,1,671.9995,1,0,0,0,0,5,自主,0,1,0,0,0,0.003076923,-0.262150725,0,0,0,0
135,233291772cc6702282b7,浙江省,1,1,0,1,0,4.5,4.3,164,59,城镇应届,1,0,1,0,1,689.9996,0,1,0,0,0,2,博雅,0,1,0,0,0,0.002717391,-0.260719743,0,0.028571429,0.41025641,0
141,1d9259cb2748fa4d9d40,浙江省,0,1,0,1,0,5.2,5,180,70,城镇应届,1,1,0,0,1,718.9987,1,0,0,0,0,0,三位一体,1,0,0,0,0,0.043609023,-0.229268687,0,0,0.051282051,0.206896552
151,83a0b0241400892b2769,浙江省,1,1,1,0,0,,,164,54,城镇应届,1,0,1,0,1,695.9995,0,0,0,1,0,0,三位一体,1,0,0,0,0,0.005376344,0.45543718,0,0,0.102564103,0
165,2e4e02158c044e157fcc,浙江省,0,1,0,1,0,4.5,4.5,182,65,城镇应届,1,1,0,0,1,709.9958,1,0,0,0,0,5,自主,0,1,0,0,0,0.04172851,1.18E-15,0,0,0,0
208,a3fb51c7a4cde511bb07,浙江省,0,1,0,1,0,4.7,4.6,176,65,城镇应届,1,1,0,0,1,735.9997,0,0,0,0,0,5,博雅,0,1,0,0,0,0.04172851,1.18E-15,0,0.057142857,0.230769231,0.310344828
213,a431552bab12698c060b,浙江省,1,1,0,1,0,,,164,54,城镇应届,1,1,0,0,1,723.9989,0,0,0,0,1,5,自主,0,1,0,0,0,0.00512701,-0.247164492,0,0.057142857,0.102564103,0
237,aa44ed5ec019ec5cc6cc,浙江省,0,1,0,1,0,,,175,61,农村应届,1,1,0,0,1,715.9988,0,0,0,0,1,0,三位一体,1,0,0,0,0,0.007,-0.261545051,0,0.028571429,0.153846154,0
246,f42d1caeed8abcbd79c9,浙江省,1,1,0,1,0,1,1,162,45,城镇应届,1,1,0,0,1,713.9972,0,0,0,1,0,0,三位一体,1,0,0,0,0,0.04172851,1.18E-15,0,0.057142857,0.282051282,0.172413793
267,eedd7249ec50894fd6a2,浙江省,0,1,0,1,0,,,176,67,城镇应届,1,1,0,0,1,725.9996,0,0,0,0,1,0,三位一体,1,0,0,0,0,0.001243781,-0.260375697,0,0.028571429,0.205128205,0
274,018e7fc065f7a259447e,浙江省,1,1,0,1,0,4.2,4.3,162,52,城镇应届,1,1,0,0,1,704.9993,0,0,0,0,1,0,三位一体,1,0,0,0,0,0.297169811,0.365312931,0,0.057142857,0.102564103,0
302,00ac947481ed48b8a995,浙江省,0,1,0,1,0,0.5,0.3,178,69,农村应届,1,1,0,0,1,691.9993,1,0,0,0,0,5,自主,0,1,0,0,0,0.003696858,-0.261814805,0.333333333,0,0.051282051,0.137931034
311,de0be9bcc3a0f4208e5b,浙江省,0,1,0,1,0,,,176,67,城镇应届,1,1,0,0,1,712.9972,1,0,0,0,0,5,自主,0,1,0,0,0,0.004587156,-0.051994093,0,0.028571429,0,0
322,2654c1e71ef965a9e6bf,浙江省,0,1,0,1,0,0.5,0.5,174,70,城镇应届,1,1,0,0,1,732.9997,0,0,0,0,0,5,博雅,0,1,0,0,0,0.021929825,-0.262245872,0,0.142857143,0.230769231,0.206896552
323,3e68ec5db47319caec20,浙江省,1,1,0,1,0,4.9,4.9,163,50,城镇应届,1,1,0,0,1,738.9997,0,1,0,0,0,4,博雅,0,1,0,0,0,0.049230769,-0.226365359,0,0.057142857,0.230769231,0.034482759
337,f5b512de624689005f63,浙江省,0,1,0,1,0,4,4,170,60,城镇应届,1,1,0,0,1,653.9991,0,0,0,0,1,5,自主,0,1,0,0,0,0.007142857,-0.261772863,0,0,0.128205128,0.103448276
359,09d5f083377c94d891d9,浙江省,0,1,0,1,0,4.5,4.6,180,70,城镇应届,1,1,0,0,1,717.9987,1,0,0,0,0,5,自主,0,1,0,0,0,0.01534296,-0.247016403,0,0,0,0
383,b7c207ebc3847ba5875f,浙江省,1,1,0,1,0,,,164,54,农村应届,1,0,1,0,1,701.9997,0,0,0,1,0,4,博雅,0,1,0,0,0,0.272844273,4.407808964,0,0.028571429,0.153846154,0
393,cf66e83703bbd3b3ad38,浙江省,0,1,0,1,0,4.5,4.5,170,56,城镇应届,1,0,1,0,1,711.9996,0,1,0,0,0,2,博雅,0,1,0,0,0,0.025614754,-0.252724015,0,0.142857143,0.179487179,0
395,6d88ae86d3b47113b28d,浙江省,1,1,0,1,0,1,1,160,49,城镇应届,1,0,1,0,1,654.9994,0,0,1,0,0,4,自主,0,1,0,0,0,0.005882353,-0.261056958,0.333333333,0.228571429,0.230769231,0
439,81ea1ca3ef0c6654aaf8,浙江省,0,1,0,1,0,4.5,4.5,173,55,城镇应届,1,1,0,0,1,698.9997,1,0,0,0,0,5,自主,0,1,0,0,0,0.023465704,-0.189882216,0,0,0.230769231,0
452,caf5970caf9e01f1aafe,浙江省,1,1,0,1,0,,,170,53,农村应届,1,1,0,0,1,688.999,0,0,0,0,1,5,自主,0,1,0,0,0,0.002427184,-0.26171252,0,0,0.076923077,0.103448276
454,066782c652df7659e4d7,浙江省,0,1,0,1,0,4,4,177,60,农村应届,1,1,0,0,1,710.9966,0,0,0,0,1,4,博雅,0,1,0,0,0,0.129883844,0.015611662,0,0,0.153846154,0.034482759
546,4e3e876f053f716162c9,浙江省,0,1,0,1,0,,,172,80,城镇应届,1,1,0,0,1,734.9998,1,0,0,0,0,0,三位一体,1,0,0,0,0,0.002083333,-0.261876401,0,0,0.102564103,0
587,23b82fd5eff67326cba3,浙江省,0,1,0,1,0,,,176,67,农村应届,1,0,1,0,1,693.9994,0,0,0,1,0,0,三位一体,1,0,0,0,0,0.076,1.18E-15,0,0.057142857,0.179487179,0
593,00ceac1201da26519ae9,浙江省,1,1,0,1,0,4.2,4.3,154,51,农村应届,1,1,0,0,1,741.9997,1,0,0,0,0,0,普通,1,0,0,0,0,0.023076923,-0.258425076,0,0,0.153846154,0.206896552
681,7dfe4c4880adecc8c519,浙江省,0,1,0,1,0,5.2,4.9,180,57,城镇应届,1,1,0,0,1,680.9942,0,0,0,0,1,5,自主,0,1,0,0,0,0.007151371,-0.226888746,0,0,0.025641026,0.103448276
703,36c47de7f242cae06877,浙江省,0,1,1,0,0,,,176,67,城镇应届,1,1,0,0,1,724.9994,0,0,0,0,1,0,三位一体,1,0,0,0,0,0.00990099,-0.261389005,0,0.057142857,0.102564103,0.034482759
712,7170a1d1f4a9e692e220,浙江省,1,1,0,1,0,,,164,54,农村应届,1,1,0,0,1,718.9981,0,0,0,1,0,4,博雅,0,1,0,0,0,0.014173228,-0.252486343,0,0.285714286,0.41025641,0
715,a265a33ca38ff4190fa2,浙江省,0,1,0,1,0,,,176,67,农村应届,1,1,0,0,1,678.9919,1,0,0,0,0,5,自主,0,1,0,0,0,0.003333333,-0.256471038,0,0,0.025641026,0.103448276
722,a8cf2647c0ee83dd2d5c,浙江省,0,1,0,1,0,,,176,67,城镇应届,1,1,0,0,1,686.9935,1,0,0,0,0,5,自主,0,1,0,0,0,0.066115702,-0.058001089,0,0,0.025641026,0.068965517
725,c52648dac8d3945cee37,浙江省,0,1,0,1,0,,,176,67,城镇应届,1,1,0,0,1,709.9984,0,0,0,0,1,5,自主,0,1,0,0,0,0.001030928,-0.202402506,0,0,0.076923077,0.310344828
755,60123356a227537acdee,浙江省,0,1,0,1,0,4.2,4.2,185,60,农村应届,1,1,0,0,1,735.9995,0,0,0,0,0,0,三位一体,1,0,0,0,0,0.001858736,-0.262211525,0,0.142857143,0.717948718,0.172413793
771,0d31474a2269f817bb21,浙江省,0,1,0,1,0,4.2,4.7,173,55,农村应届,1,1,0,0,1,734.9997,0,1,0,0,0,0,普通,1,0,0,0,0,0.000787402,-0.262205556,0,0,0.205128205,0
